damage_id,report_id,report_key,event_order,round_no,source,target,skill,buff,sample_type,damage,base_common,z_b160,off_force,setup_force,current_force,off_intelligence,setup_intelligence,current_intelligence,target_command,target_eff_command,source_hp,skill_multiplier,troop_multiplier,unit_multiplier,source_bucket,target_bucket,source_damage_pct,target_damage_taken_pct,source_country_bonus,target_country_reduction,pierce_pct,grade_multiplier,trigger_multiplier,special_multiplier,total_multiplier,target_has_yijing_static,current_trigger,source_is_npc,target_is_npc,raw_text
3696,60,battle_20260621_160626,756,5,马超,黄忠,摧坚克难,摧坚克难,physical_skill,1162.0,719.9764183925436,294736.7463973556,344.0,364.0,559.04,103.5,123.5,108.5,249.37,249.37,3136.0,1.166,0.6699011864111356,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.6,1.0,1.6139417490844228,False,会心,False,True,"[黄忠]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力1162(7329)"
3697,60,battle_20260621_160626,758,5,马超,黄忠,纵马横枪,纵马横枪-追伤,physical_skill,1322.0,2002.27521060707,819671.4029662162,344.0,364.0,559.04,103.5,123.5,108.5,249.37,249.37,3136.0,0.636,0.6699011864111356,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.0,1.2,0.6602488973527184,False,,False,True,"[黄忠]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1322(6007)"
3698,60,battle_20260621_160626,776,5,黄盖,大乔,普通攻击,,normal_attack,191.0,220.85484513633563,93169.82496921455,226.0,237.3,237.3,225.0,236.25,236.25,261.86,261.86,3670.0,1.0,0.7111495684482819,1.0,1.5415,0.8049999999999999,54.15,-14.5,0.0,5.0,0.0,0.98,1.0,1.0,0.8648214164470516,False,,True,False,[大乔]损失了兵力191(283)
3700,60,battle_20260621_160626,816,5,黄忠,马超,摧坚克难,摧坚克难,physical_skill,568.0,392.08547434262687,128933.38738282943,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,6007.0,1.1,0.8575861262948121,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.4486637153603117,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力568(3265)"
3703,60,battle_20260621_160626,839,6,马超,黄盖,普通攻击,,normal_attack,322.0,588.5311159386486,262249.4652622618,344.0,364.0,499.68,103.5,123.5,108.5,285.6,285.6,2223.0,1.0,0.5877935853164322,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.02,1.6,1.0,0.5471248525006908,False,会心,False,True,[黄盖]损失了兵力322(4105)
3704,60,battle_20260621_160626,841,6,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,397.0,1521.1977878539751,677845.7342677313,344.0,364.0,499.68,103.5,123.5,108.5,285.6,285.6,2223.0,0.636,0.5877935853164322,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.02,1.0,1.2,0.2609785546428295,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力397(3708)"
3705,60,battle_20260621_160626,854,6,马超,黄忠,摧坚克难,摧坚克难,physical_skill,698.0,634.1467295482466,259600.64667516574,344.0,364.0,499.68,103.5,123.5,108.5,249.37,249.37,2225.0,1.166,0.5879944843686998,1.0,1.09,0.9025,5.0,-9.75,4.0,0.0,0.0,1.02,1.6,1.0,1.1006916340911215,False,会心,False,True,"[黄忠]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力698(6066)"
3706,60,battle_20260621_160626,856,6,马超,黄忠,纵马横枪,纵马横枪-追伤,physical_skill,685.0,1521.265713831913,622760.5452713702,344.0,364.0,499.68,103.5,123.5,108.5,249.37,249.37,2225.0,0.636,0.5879944843686998,1.0,1.09,0.9025,5.0,-9.75,4.0,0.0,0.0,1.02,1.0,1.2,0.45028294121909507,False,,False,True,"[黄忠]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力685(5381)"
3707,60,battle_20260621_160626,867,6,马超,黄盖,摧坚克难,摧坚克难,physical_skill,237.0,594.0002791203162,264686.5243760129,344.0,364.0,499.68,103.5,123.5,108.5,285.6,285.6,2227.0,1.166,0.5881952714904212,0.85,1.1,0.61,5.0,-39.0,5.0,0.0,0.0,1.02,1.0,1.0,0.39898971150482415,False,,False,True,"[黄盖]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力237(3471)"
3712,60,battle_20260621_160626,891,6,黄盖,马超,普通攻击,,normal_attack,231.0,265.82874157771863,95964.17570955642,226.0,237.3,237.3,225.0,236.25,236.25,201.0,201.0,3749.0,1.0,0.7169282830385671,1.15,1.195,0.9,19.5,-5.0,0.0,5.0,0.0,0.98,1.0,1.0,0.8689805271957923,False,,True,False,[马超]损失了兵力231(499)
3713,60,battle_20260621_160626,894,6,黄忠,马超,普通攻击,,normal_attack,404.0,390.09250536674733,128278.01946480121,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,5744.0,1.0,0.8431198811471889,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.035651786286377,False,,True,False,[马超]损失了兵力404(95)
3716,62,battle_20260621_164852,119,1,马超,黄忠,普通攻击,,normal_attack,888.0,429.76832838797753,175934.26059218636,344.0,364.0,364.0,103.5,123.5,123.5,249.37,249.37,11000.0,1.0,1.0,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.6,1.0,2.0662295040000003,False,会心,False,True,[黄忠]损失了兵力888(15112)
3717,62,battle_20260621_164852,121,1,马超,黄忠,纵马横枪,纵马横枪-追伤,physical_skill,1138.0,1154.636612332895,472673.58999071724,344.0,364.0,364.0,103.5,123.5,123.5,249.37,249.37,11000.0,0.636,1.0,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.0,1.2,0.9855914734080002,False,,False,True,"[黄忠]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1138(13974)"
3718,62,battle_20260621_164852,135,1,马超,黄盖,普通攻击,,normal_attack,781.0,422.7865941027762,188393.70633219706,344.0,364.0,397.92,103.5,123.5,123.5,285.6,285.6,11000.0,1.0,1.0,0.85,1.146,1.162,9.6,16.2,5.0,0.0,0.0,1.02,1.6,1.0,1.8472676543999995,False,会心,False,True,[黄盖]损失了兵力781(15219)
3719,62,battle_20260621_164852,137,1,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,1113.0,1263.126828305349,562849.3146928635,344.0,364.0,397.92,103.5,123.5,123.5,285.6,285.6,11000.0,0.636,1.0,0.85,1.146,1.162,9.6,16.2,5.0,0.0,0.0,1.02,1.0,1.2,0.8811466711488,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1113(14106)"
3720,62,battle_20260621_164852,150,1,马超,黄盖,摧坚克难,摧坚克难,physical_skill,973.0,451.73575248999185,201293.45130954037,344.0,364.0,431.84,103.5,123.5,123.5,285.6,285.6,11000.0,1.166,1.0,0.85,1.146,1.162,9.6,16.2,5.0,0.0,0.0,1.02,1.6,1.0,2.1539140850304,False,会心,False,True,"[黄盖]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力973(13133)"
3721,62,battle_20260621_164852,152,1,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,1210.0,1373.2106579060846,611902.6691629513,344.0,364.0,431.84,103.5,123.5,123.5,285.6,285.6,11000.0,0.636,1.0,0.85,1.146,1.162,9.6,16.2,5.0,0.0,0.0,1.02,1.0,1.2,0.8811466711488,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1210(11923)"
3722,62,battle_20260621_164852,163,1,马超,黄忠,摧坚克难,摧坚克难,physical_skill,830.0,551.2149221362343,225650.85267491025,344.0,364.0,465.76,103.5,123.5,123.5,249.37,249.37,11000.0,1.166,1.0,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.0,1.0,1.50576475104,False,,False,True,"[黄忠]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力830(13144)"
3726,62,battle_20260621_164852,190,1,黄盖,大乔,普通攻击,,normal_attack,331.0,272.18394766799,104725.49570473583,226.0,237.3,237.3,225.0,236.25,236.25,224.76,224.76,12297.0,1.0,1.0,1.0,1.5415,0.8049999999999999,54.15,-14.5,0.0,5.0,0.0,0.98,1.0,1.0,1.21608935,False,,True,False,[大乔]损失了兵力331(9789)
3727,62,battle_20260621_164852,193,1,黄忠,马超,普通攻击,,normal_attack,614.0,399.82617329202185,131478.83882534847,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13518.0,1.0,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.53566735,False,,True,False,[马超]损失了兵力614(9947)
3728,62,battle_20260621_164852,198,1,黄忠,马超,定军扬威,定军扬威,physical_skill,1099.0,397.58321068397754,130741.26300131918,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13518.0,1.8,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,2.7642012300000003,False,,True,False,"[马超]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力1099(8848)"
3729,62,battle_20260621_164852,203,1,黄忠,大乔,摧坚克难,摧坚克难,physical_skill,649.0,373.2678462101425,130195.22752954379,288.5,302.92,302.92,191.0,200.55,200.55,224.76,188.7984,13518.0,1.1,1.0,1.15,1.7315,0.81,73.15,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,1.7386978454999997,False,,True,False,"[大乔]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力649(9140)"
3730,62,battle_20260621_164852,207,1,黄忠,马超,摧坚克难,摧坚克难,physical_skill,683.0,404.32525371402267,132958.31643131922,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13518.0,1.1,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.6892340850000003,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力683(8165)"
3742,62,battle_20260621_164852,287,2,黄盖,大乔,普通攻击,,normal_attack,248.0,263.064242303382,107072.40790232253,226.0,237.3,237.3,225.0,236.25,236.25,247.02,247.02,13130.0,1.0,1.0,1.0,1.195,0.8049999999999999,19.5,-14.5,0.0,5.0,0.0,0.98,1.0,1.0,0.9427355000000001,False,,True,False,[大乔]损失了兵力248(6701)
3743,62,battle_20260621_164852,297,2,马超,黄月英,普通攻击,,normal_attack,1095.0,566.2399224819172,224967.12120206573,344.0,364.0,478.63,103.5,123.5,108.5,237.3,237.3,6774.0,1.0,0.8976541013254125,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.6,1.0,1.9338092503270443,False,会心,False,True,[黄月英]损失了兵力1095(14905)
3744,62,battle_20260621_164852,299,2,马超,黄月英,纵马横枪,纵马横枪-追伤,physical_skill,1414.0,1532.9126109520712,609026.1803312579,344.0,364.0,478.63,103.5,123.5,108.5,237.3,237.3,6774.0,0.636,0.8976541013254125,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.0,1.2,0.922427012406,False,,False,True,"[黄月英]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1414(13491)"
3745,62,battle_20260621_164852,313,2,马超,黄盖,普通攻击,,normal_attack,652.0,540.9349118820268,241040.59673463114,344.0,364.0,495.59,103.5,123.5,108.5,285.6,285.6,7276.0,1.0,0.9223740345183795,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.6,1.0,1.2053206137713581,False,会心,False,True,[黄盖]损失了兵力652(12478)
3746,62,battle_20260621_164852,315,2,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,931.0,1619.3052274638492,721562.4093578912,344.0,364.0,495.59,103.5,123.5,108.5,285.6,285.6,7276.0,0.636,0.9223740345183795,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.2,0.5749379327689378,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力931(11547)"
3747,62,battle_20260621_164852,327,2,马超,黄忠,摧坚克难,摧坚克难,physical_skill,822.0,582.3016483457232,238376.8257832887,344.0,364.0,495.59,103.5,123.5,108.5,249.37,249.37,7594.0,1.166,0.9374900599628145,1.0,1.1360000000000001,1.1145,9.6,11.45,4.0,0.0,0.0,1.02,1.0,1.0,1.4116394867423825,False,,False,True,"[黄忠]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力822(13836)"
3748,62,battle_20260621_164852,334,2,马超,黄月英,摧坚克难,摧坚克难,physical_skill,1423.0,599.3599282305452,238125.6994859956,344.0,364.0,495.59,103.5,123.5,108.5,237.3,237.3,7759.0,1.166,0.9451789308271,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.6,1.0,2.374199430050385,False,会心,False,True,"[黄月英]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力1423(12068)"
3749,62,battle_20260621_164852,336,2,马超,黄月英,纵马横枪,纵马横枪-追伤,physical_skill,1524.0,1569.0903157424625,623399.5824444804,344.0,364.0,495.59,103.5,123.5,108.5,237.3,237.3,7759.0,0.636,0.9451789308271,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.0,1.2,0.9712634032024303,False,,False,True,"[黄月英]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1524(10544)"
3750,62,battle_20260621_164852,349,2,黄忠,马超,普通攻击,,normal_attack,494.0,402.1633784654536,132247.40537457977,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13836.0,1.0,1.0,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.2283565,False,,True,False,[马超]损失了兵力494(7855)
3751,62,battle_20260621_164852,352,2,黄忠,大乔,摧坚克难,摧坚克难,physical_skill,483.0,347.29276606532926,129793.58654448908,288.5,302.92,302.92,191.0,200.55,200.55,254.44,213.72959999999998,13836.0,1.1,1.0,1.15,1.385,0.81,38.5,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,1.390757445,False,,True,False,"[大乔]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力483(6218)"
3752,62,battle_20260621_164852,359,2,黄忠,马超,摧坚克难,摧坚克难,physical_skill,545.0,403.34751796774424,132636.79780851302,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13836.0,1.1,1.0,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.3511921500000001,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力545(7310)"
3764,62,battle_20260621_164852,425,3,黄盖,马超,普通攻击,,normal_attack,453.0,289.7265183132583,104591.27311108624,226.0,237.3,237.3,225.0,236.25,236.25,201.0,201.0,11664.0,1.0,1.0,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.98,1.0,1.0,1.5635434499999998,False,,True,False,[马超]损失了兵力453(3904)
3765,62,battle_20260621_164852,428,3,马超,黄盖,普通攻击,,normal_attack,342.0,575.1604298037189,256291.48752053716,344.0,364.0,510.43,103.5,123.5,108.5,285.6,285.6,3904.0,1.0,0.7280506162849623,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.0,0.5946167056671684,False,,False,True,[黄盖]损失了兵力342(11322)
3766,62,battle_20260621_164852,437,3,马超,黄月英,普通攻击,,normal_attack,1002.0,632.9836095584955,251484.38807759027,344.0,364.0,510.43,103.5,123.5,108.5,237.3,237.3,4000.0,1.0,0.7348025302726974,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.6,1.0,1.5829793771419969,False,会心,False,True,[黄月英]损失了兵力1002(9916)
3767,62,battle_20260621_164852,439,3,马超,黄月英,纵马横枪,纵马横枪-追伤,physical_skill,1308.0,1732.264111823548,688228.5316274957,344.0,364.0,510.43,103.5,123.5,108.5,237.3,237.3,4000.0,0.636,0.7348025302726974,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.0,1.2,0.7550811628967324,False,,False,True,"[黄月英]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1308(8608)"
3768,62,battle_20260621_164852,452,3,马超,黄月英,摧坚克难,摧坚克难,physical_skill,1212.0,620.2267366062462,246416.0824536616,344.0,364.0,510.43,103.5,123.5,108.5,237.3,237.3,4648.0,1.166,0.7779451395876037,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.6,1.0,1.954124078287589,False,会心,False,True,"[黄月英]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力1212(7396)"
3769,62,battle_20260621_164852,454,3,马超,黄月英,纵马横枪,纵马横枪-追伤,physical_skill,1377.0,1722.5108873074457,684353.5755272482,344.0,364.0,510.43,103.5,123.5,108.5,237.3,237.3,4648.0,0.636,0.7779451395876037,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.0,1.2,0.7994143956631047,False,,False,True,"[黄月英]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1377(6019)"
3770,62,battle_20260621_164852,466,3,马超,黄盖,摧坚克难,摧坚克难,physical_skill,703.0,561.2551011848522,250095.27308797013,344.0,364.0,510.43,103.5,123.5,108.5,285.6,285.6,5374.0,1.166,0.8220551567448187,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.6,1.0,1.2525498628269278,False,会心,False,True,"[黄盖]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力703(10619)"
3771,62,battle_20260621_164852,468,3,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,879.0,1715.4340361486757,764397.4065078499,344.0,364.0,510.43,103.5,123.5,108.5,285.6,285.6,5374.0,0.636,0.8220551567448187,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.2,0.5124067620655613,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力879(9740)"
3772,62,battle_20260621_164852,482,3,黄忠,大乔,普通攻击,,normal_attack,815.0,343.7438357754419,130609.73282644276,288.5,302.92,302.92,191.0,200.55,200.55,261.86,219.9624,13836.0,1.0,1.0,1.15,1.7315,0.81,73.15,-14.5,0.0,4.5,16.0,0.98,1.5,1.0,2.3709516075000003,False,会心,True,False,[大乔]损失了兵力815(3905)
3773,62,battle_20260621_164852,491,3,黄忠,马超,摧坚克难,摧坚克难,physical_skill,695.0,411.4290649066555,135294.33370390462,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,13836.0,1.1,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.6892340850000003,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力695(5123)"
3774,62,battle_20260621_164852,492,3,黄忠,大乔,摧坚克难,摧坚克难,physical_skill,600.0,345.08583624974654,131119.64254746068,288.5,302.92,302.92,191.0,200.55,200.55,261.86,219.9624,13836.0,1.1,1.0,1.15,1.7315,0.81,73.15,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,1.7386978454999997,False,,True,False,"[大乔]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力600(3305)"
3786,62,battle_20260621_164852,572,4,黄盖,大乔,普通攻击,,normal_attack,240.0,254.57829900327292,107396.40121752072,226.0,237.3,237.3,225.0,236.25,236.25,261.86,261.86,10687.0,1.0,1.0,1.0,1.195,0.8049999999999999,19.5,-14.5,0.0,5.0,0.0,0.98,1.0,1.0,0.9427355000000001,False,,True,False,[大乔]损失了兵力240(1792)
3787,62,battle_20260621_164852,582,4,马超,黄盖,普通攻击,,normal_attack,568.0,637.7233441775124,284169.52216549957,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,3282.0,1.0,0.6815857555902015,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.6,1.0,0.890668352014875,False,会心,False,True,[黄盖]损失了兵力568(10119)
3788,62,battle_20260621_164852,584,4,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,851.0,2003.0655427667905,892566.0058568818,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,3282.0,0.636,0.6815857555902015,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.2,0.42484880391109536,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力851(9268)"
3789,62,battle_20260621_164852,598,4,马超,黄盖,普通攻击,,normal_attack,588.0,639.6152101839788,285012.537657981,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,3567.0,1.0,0.7034982605724389,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.6,1.0,0.9193027161296989,False,会心,False,True,[黄盖]损失了兵力588(8680)
3790,62,battle_20260621_164852,600,4,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,875.0,1995.4053427422723,889152.6207259566,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,3567.0,0.636,0.7034982605724389,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.2,0.4385073955938663,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力875(7805)"
3791,62,battle_20260621_164852,613,4,马超,黄月英,摧坚克难,摧坚克难,physical_skill,1287.0,706.780177095391,280803.76435999887,344.0,364.0,559.04,103.5,123.5,108.5,237.3,237.3,3860.0,1.166,0.7249215697267106,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.6,1.0,1.8209339221836995,False,会心,False,True,"[黄月英]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力1287(5479)"
3792,62,battle_20260621_164852,615,4,马超,黄月英,纵马横枪,纵马横枪-追伤,physical_skill,1438.0,1930.3891636527487,766943.6147192371,344.0,364.0,559.04,103.5,123.5,108.5,237.3,237.3,3860.0,0.636,0.7249215697267106,1.0,1.1360000000000001,1.162,9.6,16.2,4.0,0.0,0.0,1.02,1.0,1.2,0.7449275136206044,False,,False,True,"[黄月英]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力1438(4041)"
3793,62,battle_20260621_164852,627,4,马超,黄盖,摧坚克难,摧坚克难,physical_skill,730.0,628.4982036090403,280058.79952818836,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,4406.0,1.166,0.7622979532155107,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.6,1.0,1.1614989443217236,False,会心,False,True,"[黄盖]由于[马超]【摧坚克难】的「摧坚克难」效果,损失了兵力730(7075)"
3794,62,battle_20260621_164852,629,4,马超,黄盖,纵马横枪,纵马横枪-追伤,physical_skill,907.0,1908.8360966232563,850577.364655323,344.0,364.0,559.04,103.5,123.5,108.5,285.6,285.6,4406.0,0.636,0.7622979532155107,0.85,1.146,0.822,9.6,-17.8,5.0,0.0,0.0,1.02,1.0,1.2,0.475158659040705,False,,False,True,"[黄盖]由于[马超]【纵马横枪】的「纵马横枪-追伤」效果,损失了兵力907(6168)"
3795,62,battle_20260621_164852,642,4,黄忠,马超,普通攻击,,normal_attack,511.0,416.0030088984753,136798.42944617462,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,14955.0,1.0,1.0,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.2283565,False,,True,False,[马超]损失了兵力511(4223)
3796,62,battle_20260621_164852,650,4,黄忠,马超,定军扬威,定军扬威,physical_skill,901.0,407.5002294167497,134002.37544140397,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,14955.0,1.8,1.0,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,2.2110416999999996,False,,True,False,"[马超]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力901(3322)"
3797,62,battle_20260621_164852,655,4,黄忠,大乔,定军扬威,定军扬威,physical_skill,787.0,345.8147545235284,131396.6040841707,288.5,302.92,302.92,191.0,200.55,200.55,261.86,219.9624,14955.0,1.8,1.0,1.15,1.385,0.81,38.5,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,2.2757849099999996,False,,True,False,"[大乔]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力787(1005)"
3798,62,battle_20260621_164852,657,4,黄忠,大乔,摧坚克难,摧坚克难,physical_skill,480.0,345.13566813945766,131138.57679187186,288.5,302.92,302.92,191.0,200.55,200.55,261.86,219.9624,14955.0,1.1,1.0,1.15,1.385,0.81,38.5,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,1.390757445,False,,True,False,"[大乔]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力480(525)"
3799,62,battle_20260621_164852,661,4,黄忠,马超,摧坚克难,摧坚克难,physical_skill,561.0,415.18891299065046,136530.72214784552,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,14955.0,1.1,1.0,1.0,1.385,0.905,38.5,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.3511921500000001,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力561(2761)"
3803,62,battle_20260621_164852,699,5,黄盖,马超,普通攻击,,normal_attack,377.0,272.9536343167274,98536.26198833859,226.0,237.3,237.3,225.0,236.25,236.25,201.0,201.0,6494.0,1.0,0.8833697320813351,1.15,1.5415,0.9,54.15,-5.0,0.0,5.0,0.0,0.98,1.0,1.0,1.3811869585240262,False,,True,False,[马超]损失了兵力377(1997)
3804,62,battle_20260621_164852,702,5,黄忠,大乔,普通攻击,,normal_attack,545.0,344.79826471953834,131010.37617867111,288.5,302.92,302.92,191.0,200.55,200.55,261.86,219.9624,14955.0,1.0,1.0,1.15,1.7315,0.81,73.15,-14.5,0.0,4.5,16.0,0.98,1.0,1.0,1.580634405,False,,True,False,[大乔]损失了兵力545(408)
3805,62,battle_20260621_164852,710,5,黄忠,马超,定军扬威,定军扬威,physical_skill,1109.0,401.2008923098554,131930.90142717288,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,14955.0,1.8,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,2.7642012300000003,False,,True,False,"[马超]由于[黄忠]【定军扬威】的「定军扬威」效果,损失了兵力1109(888)"
3807,62,battle_20260621_164852,745,5,黄忠,马超,摧坚克难,摧坚克难,physical_skill,694.0,410.8370806406028,135099.66559785584,288.5,302.92,302.92,191.0,200.55,200.55,201.0,168.84,14955.0,1.1,1.0,1.0,1.7315,0.905,73.15,-5.0,0.0,4.5,16.0,0.98,1.0,1.0,1.6892340850000003,False,,True,False,"[马超]由于[黄忠]【摧坚克难】的「摧坚克难」效果,损失了兵力694(194)"
3906,64,battle_20260621_235942,113,1,马超,黄盖,普通攻击,,normal_attack,520.0,281.49683602233495,125434.99013155246,244.0,264.0,264.0,103.5,123.5,123.5,285.6,285.6,10744.0,1.0,1.0,0.85,1.146,1.162,9.6,16.2,5.0,0.0,0.0,1.02,1.6,1.0,1.8472676543999995,False,会心,False,True,[黄盖]损失了兵力520(15480)
